latitude,longitude,rainfall,soil_type,elevation,groundwater_depth,slope,land_use,borewell_suitability
17.9367,79.4009,955.4,Sandy,317.6,15.62,24.23,Forest,High
19.374,74.0931,808.4,Clayey,251.1,20.35,0.05,Agricultural,High
20.4381,73.8763,1481.7,Loamy,612.6,6.4,0.19,Barren,High
18.6637,77.6775,1040.3,Sandy,518.5,8.5,2.46,Barren,High
18.8998,77.7575,1456.2,Loamy,230.0,28.24,5.86,Barren,High
15.4473,79.0325,892.5,Clayey,341.2,10.72,1.58,Barren,Medium
15.2713,76.1662,858.8,Clayey,10.0,15.63,3.95,Agricultural,High
18.1779,74.7248,992.2,Sandy,313.1,1.0,0.66,Barren,High
19.8607,74.6353,340.0,Sandy,549.5,5.32,0.99,Agricultural,Medium
16.6846,75.3791,633.8,Loamy,583.3,16.87,7.21,Agricultural,High
20.3233,73.6961,1359.2,Loamy,537.7,21.95,1.44,Barren,High
16.4909,78.4637,331.9,Loamy,430.9,21.26,3.31,Forest,Low
16.1194,79.6392,955.0,Sandy,561.5,6.15,0.92,Agricultural,High
17.5626,73.1573,620.0,Rocky,198.5,10.44,2.14,Agricultural,High
17.1366,75.7571,1251.9,Sandy,852.5,15.36,1.77,Forest,High
18.545,74.6217,369.5,Loamy,435.7,14.7,3.31,Agricultural,Medium
18.8728,73.4575,1116.7,Clayey,104.8,24.6,19.88,Barren,Low
17.2472,77.9507,725.5,Clayey,345.2,26.82,3.33,Agricultural,Low
18.5174,79.9388,1051.6,Clayey,395.2,20.95,1.42,Barren,High
16.0621,73.2567,948.0,Loamy,232.1,20.56,2.5,Forest,High
15.1087,78.0704,1017.7,Sandy,830.8,12.29,17.0,Forest,High
17.2492,73.5071,1470.0,Clayey,698.9,17.89,1.35,Agricultural,High
19.2118,74.5278,1266.3,Sandy,537.9,11.13,1.9,Forest,High
18.7095,79.9064,1209.8,Clayey,619.6,11.71,5.88,Agricultural,Medium
19.822,75.0613,456.3,Loamy,706.3,24.08,6.78,Forest,Medium
20.3523,75.2337,1259.0,Loamy,519.5,4.85,15.58,Agricultural,High
18.7204,77.2769,851.1,Sandy,378.1,17.69,7.4,Barren,Medium
19.7495,79.656,263.4,Clayey,546.4,7.76,4.16,Barren,Medium
15.5046,77.5617,1265.1,Sandy,403.8,24.36,3.36,Urban,Medium
18.0681,79.9141,1354.0,Loamy,617.8,13.45,2.1,Urban,High
15.9386,74.8592,893.6,Clayey,244.1,10.15,2.76,Forest,Medium
20.1131,77.0507,1101.4,Clayey,461.6,14.39,3.16,Agricultural,Medium
16.709,74.4449,1290.5,Sandy,165.2,14.02,0.05,Forest,Medium
19.735,79.6123,1063.9,Loamy,246.7,12.38,1.14,Agricultural,High
20.2632,73.8532,1184.3,Loamy,401.7,9.89,1.49,Agricultural,High
15.8386,74.9941,841.5,Loamy,346.7,16.79,12.02,Forest,Medium
16.4409,75.2763,1323.3,Clayey,589.6,26.08,0.33,Agricultural,Medium
15.4162,75.0093,431.0,Loamy,757.6,5.58,1.39,Urban,Low
17.1569,75.4824,557.5,Sandy,385.9,5.71,1.14,Forest,High
17.6248,79.3632,1168.5,Loamy,705.0,31.37,12.22,Agricultural,Medium
16.9377,78.3077,1268.1,Sandy,371.6,7.83,2.07,Agricultural,High
17.6338,78.7108,636.6,Clayey,586.7,1.0,4.55,Barren,High
18.3504,76.3707,496.2,Loamy,738.7,17.7,1.99,Barren,Medium
16.8703,73.5974,569.0,Rocky,359.4,11.92,1.05,Barren,Medium
18.7552,79.0711,200.0,Rocky,264.1,20.7,1.14,Agricultural,Low
15.1093,79.8683,876.6,Sandy,266.5,27.19,9.13,Agricultural,High
20.0527,74.5345,647.0,Clayey,368.4,30.63,2.37,Forest,Medium
20.9403,79.8886,899.0,Loamy,500.0,23.56,1.36,Urban,High
17.0953,73.6411,1382.2,Rocky,259.2,16.36,15.56,Agricultural,Low
20.535,79.2593,777.2,Sandy,146.7,13.54,1.6,Barren,High
15.4814,79.1496,359.7,Sandy,523.5,18.48,3.08,Urban,Low
19.5333,75.3927,832.6,Loamy,121.4,1.96,12.67,Agricultural,High
16.952,73.46,1197.6,Loamy,269.6,11.61,10.57,Urban,High
15.2452,77.9474,335.4,Clayey,406.4,10.09,1.23,Agricultural,Medium
15.4881,74.2987,892.7,Rocky,793.9,15.24,8.18,Urban,Low
15.1886,74.4552,1031.1,Rocky,484.7,20.12,1.48,Barren,High
18.3231,79.9066,769.4,Loamy,279.7,33.56,0.63,Agricultural,Medium
15.7458,74.7044,883.5,Loamy,575.9,16.86,1.5,Agricultural,High
16.9725,74.8069,1032.6,Clayey,277.8,23.51,8.0,Agricultural,Low
19.8996,77.7678,1022.1,Rocky,545.9,6.47,5.9,Agricultural,High
15.8251,77.1779,1221.8,Loamy,320.5,11.29,15.33,Agricultural,High
19.3565,79.9644,600.5,Sandy,354.2,9.34,1.99,Barren,Medium
15.7024,75.8653,790.0,Sandy,922.8,8.02,4.48,Barren,High
19.9352,78.6121,1200.3,Loamy,867.7,13.9,1.66,Agricultural,High
15.6638,77.1063,669.3,Sandy,797.8,13.57,1.51,Urban,Low
16.6719,77.1819,696.7,Rocky,542.4,19.82,21.67,Forest,High
16.3676,75.9765,891.8,Sandy,287.8,17.82,3.59,Agricultural,High
15.643,73.9776,731.3,Sandy,519.9,22.82,7.99,Agricultural,Medium
18.4874,76.2445,929.4,Rocky,620.8,13.72,11.22,Forest,Medium
18.9599,76.4684,569.0,Clayey,329.9,18.59,7.64,Agricultural,High
18.637,76.2384,1128.0,Loamy,694.7,23.22,7.14,Agricultural,High
20.8175,73.4695,898.2,Sandy,574.4,21.15,3.09,Agricultural,Medium
16.6858,75.4544,1451.5,Loamy,223.8,21.68,0.2,Agricultural,High
20.6837,78.0232,607.9,Loamy,265.1,9.93,17.02,Agricultural,High
20.4069,76.624,1142.4,Loamy,571.4,10.29,1.52,Agricultural,High
19.2876,79.6896,1165.2,Loamy,672.5,9.44,2.94,Agricultural,High
15.9776,77.761,597.1,Clayey,160.1,1.0,1.22,Agricultural,High
17.2617,76.6761,486.1,Loamy,320.0,25.65,26.93,Forest,Medium
17.9835,77.5599,1122.6,Clayey,10.0,1.76,9.88,Urban,High
15.6047,77.3185,1164.9,Loamy,225.5,28.34,5.44,Barren,High
16.5107,76.8792,718.3,Loamy,724.6,17.31,3.56,Forest,Medium
19.5273,73.9106,1323.7,Rocky,726.3,37.95,6.13,Barren,Low
18.11,75.9244,764.0,Sandy,1072.0,17.89,5.15,Urban,High
18.2954,79.2212,200.0,Clayey,145.5,11.33,16.29,Urban,Medium
16.7474,75.3464,922.8,Sandy,422.5,18.87,1.87,Urban,Medium
18.0726,78.128,706.9,Loamy,356.0,10.33,2.7,Forest,High
19.4726,76.9943,789.0,Clayey,736.3,30.48,3.59,Agricultural,Low
15.1521,74.5667,832.1,Sandy,692.4,6.69,0.25,Agricultural,Medium
20.943,73.4715,706.9,Sandy,445.3,6.43,9.64,Agricultural,High
20.3974,76.3848,1054.9,Clayey,190.8,7.65,18.96,Barren,High
19.9947,73.8726,1268.3,Loamy,180.8,24.74,14.5,Agricultural,Medium
15.065,76.1213,1676.9,Loamy,311.9,1.0,9.76,Barren,High
20.4323,74.9154,1073.9,Clayey,266.8,19.83,5.5,Agricultural,Medium
20.8551,74.2173,990.5,Loamy,277.4,9.3,2.33,Barren,High
15.4234,77.3303,1085.7,Sandy,265.6,20.7,17.1,Barren,Low
19.7111,79.439,628.8,Clayey,423.1,7.91,5.43,Barren,High
16.0339,74.741,837.6,Sandy,529.6,17.34,1.0,Agricultural,High
18.5454,76.3324,1066.9,Loamy,570.9,25.61,1.04,Forest,Medium
19.1054,77.0641,940.1,Sandy,450.1,1.0,0.28,Forest,High
16.0462,74.8358,980.6,Loamy,436.8,1.0,11.79,Barren,High
20.5699,77.311,371.8,Rocky,399.7,24.75,13.91,Agricultural,Low
18.7373,78.4571,891.7,Sandy,589.8,21.77,10.79,Agricultural,Low
16.1194,79.0953,1419.8,Loamy,286.3,24.77,22.17,Barren,Medium
16.7593,73.5767,598.0,Loamy,549.9,24.49,6.47,Forest,Low
18.1218,79.9135,337.4,Loamy,697.5,2.38,4.79,Agricultural,High
20.2024,73.2947,875.2,Sandy,583.2,18.11,0.58,Agricultural,High
19.7965,73.7834,1175.7,Sandy,656.1,10.52,2.19,Urban,Medium
20.9139,75.9314,495.9,Clayey,535.2,17.06,9.74,Agricultural,Medium
19.9081,74.8807,767.0,Loamy,403.2,1.0,2.35,Forest,High
15.501,77.3166,757.5,Loamy,312.1,1.0,12.8,Agricultural,Medium
19.7019,74.2668,1169.1,Sandy,448.7,8.34,13.7,Agricultural,High
17.8408,75.4347,918.5,Clayey,440.3,12.35,5.6,Agricultural,Medium
15.858,79.2587,782.5,Sandy,292.8,22.05,1.07,Forest,High
18.2559,74.1692,564.1,Sandy,619.8,11.71,12.09,Barren,High
19.8487,75.8659,200.0,Sandy,326.7,28.98,0.0,Agricultural,Low
20.9173,77.9453,849.4,Rocky,198.3,13.06,10.02,Agricultural,Medium
16.359,74.5046,1178.4,Sandy,503.2,23.31,2.36,Forest,Medium
18.4528,73.2047,1312.5,Clayey,485.4,18.4,11.41,Agricultural,Low
17.7272,76.9175,619.4,Loamy,634.4,23.83,0.23,Forest,Medium
16.1759,76.3045,996.5,Loamy,613.6,17.3,5.97,Forest,High
18.3114,76.0703,964.0,Loamy,619.7,30.78,0.8,Barren,Low
15.562,79.4708,725.8,Sandy,586.0,2.88,3.96,Barren,Medium
20.34,78.5044,832.1,Clayey,541.6,18.93,4.71,Agricultural,High
18.1485,75.793,883.3,Clayey,488.7,16.55,3.57,Agricultural,High
20.1644,76.7914,634.6,Loamy,543.3,17.16,4.86,Agricultural,High
18.9612,79.0349,1121.1,Clayey,324.1,5.77,3.36,Agricultural,High
18.3408,75.455,1262.5,Clayey,730.3,19.67,0.8,Agricultural,High
17.7033,73.5054,478.1,Sandy,524.4,32.32,1.85,Agricultural,Low
15.0729,77.8649,248.2,Loamy,559.8,31.69,9.08,Urban,Low
16.1537,77.32,861.4,Clayey,811.9,16.16,14.75,Barren,Low
16.3416,77.2001,1232.1,Sandy,546.4,5.55,0.39,Barren,High
17.0525,77.367,417.7,Loamy,426.6,15.27,1.27,Agricultural,High
15.5586,78.5959,1158.1,Sandy,56.0,18.63,12.01,Agricultural,High
20.2288,76.0529,1017.5,Sandy,386.5,13.11,9.29,Agricultural,High
17.2588,76.6848,1383.7,Loamy,515.6,18.67,2.1,Urban,High
19.089,78.3542,1278.6,Sandy,764.6,2.46,1.64,Agricultural,Medium
20.6686,77.5523,888.9,Sandy,649.4,7.28,11.48,Agricultural,High
19.6258,77.6766,716.0,Loamy,470.4,10.17,7.69,Agricultural,High
17.0464,75.3397,790.5,Sandy,598.8,11.71,0.31,Barren,Medium
18.1881,79.7837,762.9,Rocky,344.8,10.18,1.09,Barren,Low
15.3665,73.2754,986.6,Clayey,484.4,15.15,0.82,Barren,Medium
20.8802,75.7376,705.0,Loamy,732.1,18.35,13.25,Agricultural,High
15.833,74.6524,1185.9,Rocky,489.5,19.18,5.15,Agricultural,Medium
19.8874,77.2723,958.4,Rocky,140.3,16.55,0.88,Agricultural,Low
19.5308,74.9378,1470.4,Clayey,74.7,18.93,2.77,Agricultural,High
16.5278,77.2553,368.1,Sandy,801.1,10.75,1.66,Urban,Low
16.3719,79.0779,924.7,Sandy,669.3,23.85,5.64,Agricultural,Low
15.936,78.1551,669.0,Loamy,448.1,8.3,10.42,Agricultural,High
20.4507,73.9551,1271.7,Clayey,437.6,21.11,3.06,Urban,Medium
18.9751,75.9024,1052.4,Loamy,420.4,26.11,3.98,Barren,Medium
20.051,74.7974,854.6,Rocky,540.9,23.59,4.23,Barren,Medium
19.5697,73.3288,702.9,Rocky,547.6,13.76,2.12,Barren,Low
17.7647,76.3224,640.1,Loamy,168.9,8.56,6.78,Urban,Medium
15.0995,79.5578,1549.5,Clayey,359.6,3.82,1.72,Agricultural,High
16.8255,77.1389,688.5,Clayey,502.5,24.44,5.19,Barren,Medium
17.5095,79.2637,350.8,Loamy,527.9,15.62,3.32,Agricultural,Medium
18.2803,76.5154,1016.6,Clayey,515.3,16.13,3.58,Agricultural,Medium
19.7838,74.5172,820.6,Clayey,546.4,7.11,2.95,Agricultural,Medium
18.2008,75.8772,676.5,Sandy,510.2,13.18,0.93,Forest,High
18.7764,77.3271,1121.6,Loamy,523.5,2.61,8.98,Barren,High
15.5639,79.1538,1226.6,Loamy,583.7,20.92,0.42,Agricultural,High
20.0979,74.3968,771.2,Clayey,506.1,19.05,4.88,Urban,Low
16.4639,76.3195,1018.4,Clayey,513.9,15.15,2.67,Agricultural,Medium
16.198,75.4244,679.3,Sandy,734.5,19.28,6.97,Urban,Low
19.2801,76.1832,807.6,Loamy,502.1,15.42,3.49,Agricultural,High
19.9312,76.3125,770.5,Loamy,588.6,19.43,3.66,Urban,High
20.6488,74.1253,936.8,Loamy,190.1,8.82,0.66,Urban,Medium
18.7868,78.8024,717.1,Clayey,352.6,28.62,15.36,Agricultural,Low
15.586,75.5368,807.3,Sandy,360.0,13.5,0.92,Agricultural,High
18.8469,76.8269,983.2,Loamy,619.0,17.81,4.21,Agricultural,High
15.4271,77.438,989.6,Sandy,560.3,1.75,6.51,Forest,High
20.7793,75.0416,863.9,Loamy,559.5,18.6,0.56,Agricultural,High
20.0787,74.1761,618.0,Rocky,385.8,18.17,0.05,Barren,Medium
16.0253,76.8114,1522.2,Sandy,842.5,10.35,7.45,Forest,High
15.689,77.2241,976.1,Loamy,383.0,20.43,3.24,Agricultural,High
17.0342,75.5268,825.4,Rocky,452.9,12.26,0.41,Agricultural,High
20.5763,75.2721,200.0,Sandy,652.3,13.42,3.15,Barren,Low
16.4545,73.5124,449.1,Sandy,343.8,27.76,3.83,Agricultural,Low
19.8828,76.7891,971.5,Sandy,536.6,28.03,4.98,Agricultural,Low
17.3837,79.0396,841.9,Clayey,612.8,20.88,3.58,Agricultural,Low
16.7106,78.4767,1569.4,Rocky,756.5,7.99,3.32,Agricultural,High
15.7649,78.1581,1148.8,Sandy,816.5,20.54,5.22,Barren,Low
18.8012,74.7174,1198.8,Loamy,258.7,19.45,2.06,Agricultural,High
20.639,77.2113,1112.5,Loamy,264.7,3.16,5.94,Forest,High
15.8694,74.2276,790.4,Rocky,487.9,7.38,3.87,Forest,Medium
15.1727,75.952,906.4,Clayey,351.6,11.76,7.33,Agricultural,High
17.3793,78.9807,819.4,Sandy,569.8,10.6,6.96,Barren,Medium
20.8943,77.6732,713.7,Sandy,627.0,18.4,0.26,Agricultural,Medium
15.9673,74.8764,1127.7,Loamy,496.1,27.17,2.71,Agricultural,High
20.8381,79.0343,541.2,Sandy,349.2,16.8,0.2,Agricultural,Medium
18.0353,73.8988,1218.1,Sandy,401.3,18.37,2.14,Agricultural,High
18.0514,77.0813,454.5,Clayey,748.0,5.82,1.93,Urban,Medium
19.7377,74.0574,717.7,Loamy,202.5,24.38,4.59,Forest,High
19.5142,74.9128,864.6,Loamy,598.5,15.37,3.8,Agricultural,Medium
18.2361,73.9808,1073.8,Sandy,499.3,10.13,0.35,Barren,High
20.369,79.2864,870.3,Loamy,434.8,45.0,6.18,Forest,Low
16.4374,77.6553,941.0,Sandy,177.4,13.3,1.43,Forest,High
19.9587,75.2653,1028.5,Sandy,502.7,21.18,1.19,Barren,Medium
17.0094,79.1894,1221.0,Loamy,280.3,24.17,23.17,Agricultural,Medium
18.981,78.9444,906.4,Sandy,634.3,24.58,1.11,Forest,Medium
17.3871,78.336,758.4,Sandy,474.7,1.0,6.37,Forest,Medium
19.8372,76.1654,859.7,Loamy,214.9,28.57,5.46,Urban,Medium
18.6067,76.1559,999.3,Sandy,615.0,10.61,9.73,Barren,High
18.2226,77.3249,867.1,Loamy,423.1,10.72,0.28,Agricultural,High
16.8277,79.4039,957.6,Loamy,422.1,17.34,10.32,Barren,Medium
17.5453,73.8212,937.9,Clayey,198.7,5.34,6.68,Urban,High
16.9015,78.5915,1501.8,Clayey,554.5,25.24,5.05,Agricultural,Medium
18.8246,79.4943,1040.6,Loamy,669.4,18.76,12.41,Agricultural,High
16.238,78.9092,1190.8,Loamy,453.1,11.9,1.3,Urban,High
16.5495,77.1507,923.1,Loamy,607.8,14.38,6.03,Agricultural,High
15.7733,73.9161,905.7,Sandy,354.1,23.81,1.66,Forest,Low
15.8405,78.3779,848.9,Rocky,849.1,9.16,1.78,Barren,Medium
16.2949,74.3051,200.0,Rocky,317.9,12.86,3.96,Barren,Low
18.791,77.8558,950.5,Loamy,334.0,7.95,1.5,Barren,High
20.4496,77.2036,1504.0,Sandy,854.9,15.58,7.02,Agricultural,Medium
18.1957,75.1555,395.0,Clayey,469.1,24.23,3.05,Forest,Low
17.8295,79.6887,721.3,Clayey,435.2,1.0,0.28,Forest,High
18.121,79.0692,852.0,Loamy,441.4,14.41,1.97,Agricultural,High
20.7025,73.2324,833.0,Loamy,544.7,22.31,2.98,Forest,High
18.0161,79.3001,674.0,Loamy,567.7,34.29,22.48,Barren,Low
18.6574,73.9582,909.6,Sandy,364.2,5.96,3.09,Urban,High
15.7683,79.7887,1112.5,Loamy,509.3,18.73,1.82,Agricultural,High
19.4857,76.9712,1185.9,Sandy,352.6,15.57,3.81,Barren,High
16.6715,74.1733,927.9,Loamy,319.6,27.71,7.06,Barren,Medium
17.2477,78.9541,578.4,Clayey,80.8,11.72,3.94,Agricultural,High
18.5002,76.1865,827.6,Sandy,284.9,23.49,3.65,Urban,Medium
19.4274,76.856,1054.8,Sandy,108.5,16.26,4.21,Urban,Medium
19.9033,77.8188,833.6,Clayey,76.7,10.92,0.65,Agricultural,High
15.6603,78.599,852.4,Sandy,247.0,12.93,0.63,Barren,High
19.0119,73.0403,624.2,Clayey,450.7,5.61,0.72,Urban,Medium
16.8053,78.8082,989.8,Clayey,756.7,7.32,10.05,Urban,High
19.4637,74.9236,964.0,Loamy,94.8,8.67,7.9,Agricultural,High
20.3827,73.9577,1120.5,Loamy,587.3,13.35,9.82,Urban,High
19.7748,79.6497,1074.6,Sandy,605.8,10.1,0.29,Agricultural,High
17.1611,76.5888,421.6,Sandy,565.0,18.54,0.88,Barren,Medium
15.6187,78.3078,876.1,Clayey,191.5,1.65,3.83,Agricultural,Medium
16.908,79.2619,1259.0,Sandy,766.1,24.78,2.82,Agricultural,Medium
20.264,73.526,310.1,Loamy,714.3,11.89,1.93,Agricultural,High
15.9698,79.1106,1019.9,Loamy,773.4,20.72,7.34,Agricultural,Low
19.2375,79.7774,1021.1,Sandy,328.8,8.11,1.1,Agricultural,High
17.5691,74.6307,442.3,Rocky,330.5,1.0,12.48,Agricultural,High
17.6907,74.5454,1295.3,Sandy,497.9,9.3,0.27,Barren,High
18.5738,78.0269,703.9,Rocky,419.8,35.09,33.6,Forest,Low
18.0645,74.8052,1413.5,Loamy,434.8,14.45,0.59,Forest,High
18.0315,73.1549,581.3,Sandy,349.4,13.62,1.09,Agricultural,High
18.0701,76.4219,1293.1,Clayey,248.3,9.26,6.32,Urban,High
17.9071,74.0384,401.3,Sandy,176.6,4.31,0.04,Agricultural,High
19.7716,75.151,1240.1,Clayey,410.7,22.23,0.03,Agricultural,Medium
20.0953,73.2376,532.7,Loamy,530.9,12.34,6.73,Urban,Low
15.9819,76.7741,200.0,Loamy,300.7,25.5,14.82,Urban,Low
19.1424,79.0779,1432.6,Rocky,753.9,4.96,3.22,Forest,High
18.9912,78.0131,894.4,Clayey,351.8,4.84,16.19,Forest,High
16.6613,73.8548,978.1,Sandy,560.7,5.63,4.55,Agricultural,High
16.6922,77.8152,920.4,Rocky,674.9,21.23,8.46,Urban,Low
15.8995,73.67,298.8,Sandy,523.7,12.73,17.05,Forest,Low
19.3543,78.7038,1103.4,Rocky,74.0,12.27,12.93,Agricultural,Medium
19.2149,73.7733,1343.3,Sandy,627.5,1.0,8.69,Agricultural,Medium
18.2563,75.7363,507.4,Rocky,169.0,15.38,4.37,Agricultural,Medium
20.9198,78.4362,997.3,Rocky,296.7,22.01,0.44,Agricultural,Medium
18.5019,74.1724,1185.1,Sandy,200.9,19.02,7.27,Barren,High
20.5782,77.369,727.0,Loamy,198.0,7.41,1.24,Agricultural,High
18.4614,74.6101,664.5,Loamy,232.6,9.14,0.99,Forest,High
15.9262,75.6585,992.4,Rocky,533.0,17.65,2.05,Agricultural,Medium
17.1856,78.6397,1028.2,Sandy,630.5,11.69,0.3,Barren,Medium
19.098,74.8186,1857.9,Rocky,504.3,29.25,0.83,Agricultural,High
17.9551,73.844,1094.5,Sandy,232.8,29.54,2.49,Forest,Medium
18.1927,77.668,1318.7,Clayey,57.5,4.72,4.36,Agricultural,High
16.0398,79.1422,818.7,Rocky,531.7,17.51,12.58,Barren,Low
16.9159,75.9833,958.3,Clayey,436.6,20.11,15.3,Forest,High
20.7902,79.2862,967.0,Sandy,574.5,4.61,3.57,Forest,High
20.6414,79.1029,845.1,Loamy,305.7,16.48,3.22,Forest,High
18.4204,76.3591,1133.5,Rocky,660.4,9.34,2.41,Barren,High
19.4848,79.6627,776.8,Rocky,575.1,13.25,2.3,Urban,Low
17.2535,75.9231,788.3,Clayey,448.9,13.88,2.45,Urban,Low
20.0693,78.4589,772.1,Rocky,528.1,9.12,6.57,Agricultural,Medium
19.4104,73.7176,765.8,Sandy,564.4,8.23,0.64,Agricultural,High
16.5912,79.6099,1401.0,Loamy,94.3,29.04,2.37,Forest,High
19.7316,79.3002,856.6,Loamy,988.6,9.25,2.13,Forest,High
17.1785,77.7356,811.4,Sandy,715.8,12.15,1.82,Urban,Medium
15.259,78.459,739.4,Loamy,424.9,12.11,1.08,Barren,High
15.2718,77.6092,925.8,Loamy,657.0,29.64,6.92,Urban,Medium
15.9757,79.0968,1050.3,Clayey,337.0,27.72,3.29,Agricultural,Medium
17.2637,77.714,1384.7,Rocky,389.6,1.0,17.01,Urban,Medium
17.772,75.9974,1142.1,Clayey,109.2,19.77,1.4,Agricultural,Medium
17.7761,77.9633,712.0,Sandy,209.4,30.36,1.69,Agricultural,Low
15.399,75.4614,1066.7,Sandy,500.6,22.67,16.99,Urban,Medium
19.4896,79.5371,1143.2,Loamy,271.0,30.18,2.72,Agricultural,High
18.3406,75.5652,814.2,Rocky,718.3,31.54,4.66,Agricultural,Low
20.3432,74.24,1027.2,Loamy,142.9,20.32,3.99,Agricultural,High
20.8168,78.5847,306.2,Loamy,840.8,19.02,1.66,Forest,High
15.8041,79.3049,1222.8,Rocky,690.0,33.17,1.14,Urban,Medium
20.5595,76.6037,603.8,Clayey,741.2,10.74,1.61,Forest,Medium
16.9511,74.2498,856.8,Rocky,672.9,16.72,3.54,Agricultural,Medium
20.4892,75.2313,967.4,Sandy,357.1,13.51,4.94,Urban,High
19.3693,78.1662,1061.0,Sandy,411.8,8.12,2.58,Agricultural,High
20.03,79.8311,1551.3,Clayey,250.8,10.79,4.62,Urban,Medium
19.8504,75.9325,1018.0,Loamy,690.8,9.66,1.45,Barren,High
20.7243,74.8038,448.6,Clayey,439.4,16.7,11.97,Agricultural,Medium
19.0654,77.6457,1036.8,Clayey,626.5,4.7,4.05,Agricultural,High
17.59,73.2127,822.4,Loamy,666.4,21.52,1.72,Agricultural,High
16.6799,77.8683,1487.5,Rocky,352.9,6.59,0.14,Agricultural,High
20.193,76.0491,1124.4,Clayey,348.9,1.0,1.02,Urban,High
18.7662,78.7343,1005.4,Sandy,443.7,25.07,3.62,Agricultural,High
17.9628,74.4349,809.3,Loamy,759.8,13.16,1.09,Agricultural,High
15.0873,77.4209,424.8,Rocky,413.1,1.0,8.48,Agricultural,Low
20.6428,76.7764,1418.1,Sandy,688.8,1.0,7.46,Agricultural,High
20.1742,74.7306,254.5,Loamy,303.2,21.73,5.64,Urban,Medium
15.7052,74.883,1090.4,Loamy,383.7,16.73,3.32,Agricultural,High
18.3656,78.0768,674.4,Rocky,10.0,3.91,20.88,Urban,Low
15.3802,75.6614,1013.1,Clayey,498.3,20.5,1.63,Agricultural,High
15.6088,77.8459,1271.5,Loamy,412.2,18.4,10.95,Barren,High
17.2321,75.4212,799.6,Loamy,495.1,4.76,10.19,Forest,High
17.574,79.7821,579.7,Loamy,128.7,22.5,2.81,Agricultural,High
19.9024,78.7248,578.2,Loamy,238.2,7.27,0.2,Urban,Medium
19.4789,76.9756,1102.0,Sandy,489.8,11.83,3.5,Forest,Medium
15.9361,75.9689,910.2,Loamy,450.0,10.29,8.27,Agricultural,High
16.2687,77.7082,892.1,Clayey,517.0,6.92,9.94,Agricultural,High
19.9837,77.5323,1216.8,Sandy,223.9,14.09,2.9,Barren,High
18.7674,74.8882,1200.2,Sandy,318.4,1.0,2.55,Agricultural,High
15.6813,75.4215,995.8,Clayey,290.0,21.89,3.21,Urban,Medium
15.1525,73.091,948.2,Sandy,483.0,22.97,2.71,Agricultural,Medium
18.7325,76.4459,632.6,Sandy,583.7,13.82,14.18,Urban,Medium
17.3352,77.7831,1256.2,Rocky,293.2,16.83,4.1,Forest,Medium
16.8572,73.3638,621.8,Loamy,935.3,7.28,1.68,Urban,High
18.1204,79.9781,254.1,Rocky,740.5,18.06,6.37,Agricultural,Low
15.3903,73.986,1263.9,Sandy,326.5,14.75,6.1,Barren,High
18.8522,74.2959,954.3,Clayey,845.3,10.31,0.07,Urban,Medium
20.6575,74.2018,699.3,Sandy,128.5,25.11,1.05,Agricultural,High
18.0854,75.4287,1270.8,Clayey,635.2,24.83,8.36,Urban,Medium
16.9341,77.0612,1237.8,Sandy,527.3,6.11,0.77,Forest,High
19.7689,73.2591,859.8,Loamy,314.9,16.62,2.17,Barren,High
20.3416,73.55,795.2,Loamy,264.7,2.63,4.31,Barren,High
19.8868,78.3272,934.0,Sandy,659.5,6.6,18.53,Forest,Medium
16.7192,79.9382,942.3,Sandy,391.2,14.29,0.03,Agricultural,High
19.0351,77.5816,1295.1,Rocky,465.2,13.1,1.8,Agricultural,High
17.4624,75.2892,663.7,Clayey,575.1,8.64,20.59,Agricultural,Medium
17.4757,77.0752,1209.0,Clayey,415.1,30.29,2.08,Barren,Low
16.0913,74.1883,716.3,Sandy,790.0,33.18,18.78,Agricultural,Low
20.8464,77.455,868.7,Loamy,308.1,20.65,17.55,Agricultural,High
17.1818,73.8243,1103.4,Sandy,412.0,17.11,2.09,Agricultural,High
19.9724,76.6707,1061.0,Sandy,212.1,2.86,2.62,Forest,High
20.8193,79.0209,1154.2,Rocky,399.0,6.88,1.37,Agricultural,High
19.0746,78.8668,895.7,Clayey,572.5,2.22,10.51,Forest,High
15.0417,77.4343,848.1,Sandy,647.5,1.0,6.34,Agricultural,High
19.3202,77.2497,918.0,Clayey,394.2,4.02,0.75,Urban,High
18.5648,74.7297,922.6,Sandy,264.9,1.0,0.52,Urban,High
16.6856,75.8053,908.5,Loamy,269.9,11.67,0.24,Agricultural,High
16.0909,79.0893,1401.8,Rocky,354.8,9.26,2.01,Agricultural,Medium
19.0328,76.6324,1260.1,Clayey,321.7,17.67,6.13,Forest,Medium
15.7322,73.0917,1112.4,Sandy,161.2,10.15,3.23,Agricultural,High
16.6643,76.9728,1140.0,Sandy,366.5,26.2,1.9,Forest,High
16.6911,76.7889,468.5,Clayey,683.9,21.06,4.26,Agricultural,Medium
18.3312,76.0438,817.0,Clayey,651.5,15.28,5.04,Urban,Low
16.9524,74.264,1286.9,Loamy,10.0,5.38,1.86,Agricultural,High
20.637,74.4693,924.5,Sandy,657.8,19.07,8.85,Barren,Low
19.2219,76.466,656.9,Clayey,502.1,19.13,9.32,Agricultural,Medium
18.1335,74.2357,740.2,Sandy,460.0,6.83,1.15,Urban,Medium
15.3109,76.3543,797.0,Loamy,561.6,6.38,16.36,Agricultural,High
